store_id,model_id,segment,forecast_demand,safety_stock,recommended_inventory,current_inventory,inventory_gap,excess_inventory,shortage_inventory
S19,P019,Budget,755,151,906,1058,152,152,0
S19,P020,Budget,755,151,906,825,-81,0,81
S19,P021,Mid-range,187,37,224,165,-59,0,59
S19,P022,Mid-range,431,86,517,663,146,146,0
S19,P023,Mid-range,197,39,236,290,54,54,0
S19,P024,Mid-range,426,85,511,642,131,131,0
S19,P025,Mid-range,187,37,224,291,67,67,0
S19,P026,Mid-range,428,86,514,413,-101,0,101
S19,P027,Mid-range,429,86,515,483,-32,0,32
S19,P028,Mid-range,430,86,516,596,80,80,0
S19,P029,Mid-range,431,86,517,578,61,61,0
S19,P030,Mid-range,434,87,521,413,-108,0,108
S19,P031,Mid-range,430,86,516,614,98,98,0
S19,P032,Mid-range,424,85,509,425,-84,0,84
S19,P033,Mid-range,432,86,518,432,-86,0,86
S19,P034,Mid-range,432,86,518,529,11,11,0
S19,P035,Mid-range,426,85,511,539,28,28,0
S19,P036,Mid-range,433,87,520,545,25,25,0
S19,P037,Mid-range,433,87,520,393,-127,0,127
S19,P038,Mid-range,432,86,518,635,117,117,0
S19,P039,Mid-range,428,86,514,442,-72,0,72
S19,P040,Mid-range,433,87,520,404,-116,0,116
S19,P041,Premium,110,22,132,163,31,31,0
S19,P042,Premium,124,25,149,190,41,41,0
S19,P043,Premium,62,12,74,90,16,16,0
S19,P044,Premium,124,25,149,177,28,28,0
S19,P045,Premium,124,25,149,163,14,14,0
S19,P046,Premium,124,25,149,154,5,5,0
S19,P047,Premium,124,25,149,112,-37,0,37
S19,P048,Premium,124,25,149,141,-8,0,8
S19,P049,Premium,124,25,149,138,-11,0,11
S19,P050,Premium,125,25,150,128,-22,0,22
S19,P051,Premium,124,25,149,169,20,20,0
S19,P052,Premium,124,25,149,149,0,0,0
S19,P053,Flagship,37,7,44,33,-11,0,11
S19,P054,Flagship,62,12,74,62,-12,0,12
S19,P055,Flagship,45,9,54,60,6,6,0
S19,P056,Flagship,62,12,74,55,-19,0,19
S19,P057,Flagship,56,11,67,81,14,14,0
S19,P058,Flagship,62,12,74,74,0,0,0
S19,P059,Flagship,62,12,74,73,-1,0,1
S19,P060,Flagship,62,12,74,78,4,4,0
S20,P001,Budget,400,80,480,574,94,94,0
S20,P002,Budget,753,151,904,821,-83,0,83
S20,P003,Budget,372,74,446,494,48,48,0
S20,P004,Budget,754,151,905,941,36,36,0
S20,P005,Budget,528,106,634,545,-89,0,89
S20,P006,Budget,754,151,905,1111,206,206,0
S20,P007,Budget,754,151,905,1067,162,162,0
S20,P008,Budget,754,151,905,991,86,86,0
S20,P009,Budget,754,151,905,1095,190,190,0
S20,P010,Budget,754,151,905,1104,199,199,0
S20,P011,Budget,753,151,904,1017,113,113,0
S20,P012,Budget,754,151,905,1088,183,183,0
S20,P013,Budget,754,151,905,1012,107,107,0
S20,P014,Budget,754,151,905,1003,98,98,0
S20,P015,Budget,754,151,905,969,64,64,0
S20,P016,Budget,755,151,906,1043,137,137,0
S20,P017,Budget,753,151,904,719,-185,0,185
S20,P018,Budget,754,151,905,1112,207,207,0
S20,P019,Budget,754,151,905,1107,202,202,0
S20,P020,Budget,754,151,905,649,-256,0,256
S20,P021,Mid-range,187,37,224,268,44,44,0
S20,P022,Mid-range,430,86,516,401,-115,0,115
S20,P023,Mid-range,187,37,224,202,-22,0,22
S20,P024,Mid-range,429,86,515,590,75,75,0
S20,P025,Mid-range,192,38,230,183,-47,0,47
S20,P026,Mid-range,426,85,511,608,97,97,0
S20,P027,Mid-range,434,87,521,625,104,104,0
S20,P028,Mid-range,433,87,520,522,2,2,0
S20,P029,Mid-range,434,87,521,367,-154,0,154
S20,P030,Mid-range,430,86,516,450,-66,0,66
S20,P031,Mid-range,430,86,516,552,36,36,0
S20,P032,Mid-range,430,86,516,665,149,149,0
S20,P033,Mid-range,433,87,520,561,41,41,0
S20,P034,Mid-range,433,87,520,445,-75,0,75
S20,P035,Mid-range,433,87,520,562,42,42,0
S20,P036,Mid-range,434,87,521,533,12,12,0
S20,P037,Mid-range,431,86,517,604,87,87,0
S20,P038,Mid-range,434,87,521,398,-123,0,123
S20,P039,Mid-range,421,84,505,584,79,79,0
S20,P040,Mid-range,420,84,504,516,12,12,0
S20,P041,Premium,110,22,132,169,37,37,0
S20,P042,Premium,124,25,149,135,-14,0,14
S20,P043,Premium,62,12,74,80,6,6,0
S20,P044,Premium,124,25,149,188,39,39,0
S20,P045,Premium,124,25,149,113,-36,0,36
S20,P046,Premium,124,25,149,188,39,39,0
S20,P047,Premium,124,25,149,166,17,17,0
S20,P048,Premium,124,25,149,110,-39,0,39
S20,P049,Premium,124,25,149,131,-18,0,18
S20,P050,Premium,124,25,149,168,19,19,0
S20,P051,Premium,124,25,149,110,-39,0,39
S20,P052,Premium,124,25,149,156,7,7,0
S20,P053,Flagship,21,4,25,23,-2,0,2
S20,P054,Flagship,62,12,74,79,5,5,0
S20,P055,Flagship,20,4,24,17,-7,0,7
S20,P056,Flagship,62,12,74,90,16,16,0
S20,P057,Flagship,47,9,56,72,16,16,0
S20,P058,Flagship,62,12,74,95,21,21,0
S20,P059,Flagship,62,12,74,85,11,11,0
S20,P060,Flagship,62,12,74,58,-16,0,16
S21,P001,Budget,376,75,451,521,70,70,0
S21,P002,Budget,754,151,905,647,-258,0,258
S21,P003,Budget,372,74,446,318,-128,0,128
S21,P004,Budget,754,151,905,809,-96,0,96
S21,P005,Budget,516,103,619,615,-4,0,4
S21,P006,Budget,754,151,905,1052,147,147,0
S21,P007,Budget,754,151,905,1005,100,100,0
S21,P008,Budget,753,151,904,875,-29,0,29
S21,P009,Budget,754,151,905,782,-123,0,123
S21,P010,Budget,754,151,905,1175,270,270,0
S21,P011,Budget,753,151,904,864,-40,0,40
S21,P012,Budget,754,151,905,879,-26,0,26
S21,P013,Budget,754,151,905,722,-183,0,183
S21,P014,Budget,754,151,905,1065,160,160,0
S21,P015,Budget,754,151,905,1010,105,105,0
S21,P016,Budget,754,151,905,753,-152,0,152
S21,P017,Budget,755,151,906,679,-227,0,227
S21,P018,Budget,755,151,906,1004,98,98,0
S21,P019,Budget,754,151,905,989,84,84,0
S21,P020,Budget,754,151,905,782,-123,0,123
S21,P021,Mid-range,187,37,224,285,61,61,0
S21,P022,Mid-range,432,86,518,410,-108,0,108
S21,P023,Mid-range,190,38,228,219,-9,0,9
S21,P024,Mid-range,434,87,521,660,139,139,0
S21,P025,Mid-range,187,37,224,213,-11,0,11
S21,P026,Mid-range,430,86,516,559,43,43,0
S21,P027,Mid-range,433,87,520,488,-32,0,32
S21,P028,Mid-range,430,86,516,446,-70,0,70
S21,P029,Mid-range,433,87,520,671,151,151,0
S21,P030,Mid-range,430,86,516,488,-28,0,28
S21,P031,Mid-range,433,87,520,643,123,123,0
S21,P032,Mid-range,431,86,517,433,-84,0,84
S21,P033,Mid-range,433,87,520,430,-90,0,90
S21,P034,Mid-range,433,87,520,374,-146,0,146
S21,P035,Mid-range,433,87,520,567,47,47,0
S21,P036,Mid-range,434,87,521,480,-41,0,41
S21,P037,Mid-range,434,87,521,635,114,114,0
S21,P038,Mid-range,434,87,521,513,-8,0,8
S21,P039,Mid-range,423,85,508,651,143,143,0
S21,P040,Mid-range,434,87,521,423,-98,0,98
S21,P041,Premium,110,22,132,161,29,29,0
S21,P042,Premium,124,25,149,174,25,25,0
S21,P043,Premium,62,12,74,86,12,12,0
S21,P044,Premium,124,25,149,180,31,31,0
S21,P045,Premium,124,25,149,172,23,23,0
S21,P046,Premium,124,25,149,160,11,11,0
S21,P047,Premium,124,25,149,116,-33,0,33
S21,P048,Premium,124,25,149,107,-42,0,42
S21,P049,Premium,124,25,149,187,38,38,0
S21,P050,Premium,124,25,149,159,10,10,0
S21,P051,Premium,124,25,149,176,27,27,0
S21,P052,Premium,124,25,149,147,-2,0,2
S21,P053,Flagship,36,7,43,33,-10,0,10
S21,P054,Flagship,62,12,74,57,-17,0,17
S21,P055,Flagship,40,8,48,53,5,5,0
S21,P056,Flagship,62,12,74,71,-3,0,3
S21,P057,Flagship,49,10,59,48,-11,0,11
S21,P058,Flagship,62,12,74,74,0,0,0
S21,P059,Flagship,62,12,74,55,-19,0,19
S21,P060,Flagship,62,12,74,78,4,4,0
S22,P001,Budget,372,74,446,384,-62,0,62
S22,P002,Budget,754,151,905,1067,162,162,0
S22,P003,Budget,373,75,448,397,-51,0,51
S22,P004,Budget,753,151,904,880,-24,0,24
S22,P005,Budget,519,104,623,440,-183,0,183
S22,P006,Budget,753,151,904,672,-232,0,232
S22,P007,Budget,754,151,905,847,-58,0,58
S22,P008,Budget,753,151,904,893,-11,0,11
S22,P009,Budget,753,151,904,958,54,54,0
S22,P010,Budget,753,151,904,791,-113,0,113
S22,P011,Budget,754,151,905,1011,106,106,0
S22,P012,Budget,754,151,905,1101,196,196,0
S22,P013,Budget,754,151,905,1057,152,152,0
S22,P014,Budget,753,151,904,654,-250,0,250
S22,P015,Budget,751,150,901,890,-11,0,11
S22,P016,Budget,754,151,905,690,-215,0,215
S22,P017,Budget,753,151,904,764,-140,0,140
S22,P018,Budget,753,151,904,1168,264,264,0
S22,P019,Budget,752,150,902,709,-193,0,193
S22,P020,Budget,754,151,905,904,-1,0,1
S22,P021,Mid-range,187,37,224,240,16,16,0
S22,P022,Mid-range,431,86,517,580,63,63,0
S22,P023,Mid-range,187,37,224,232,8,8,0
S22,P024,Mid-range,434,87,521,368,-153,0,153
S22,P025,Mid-range,187,37,224,201,-23,0,23
S22,P026,Mid-range,431,86,517,522,5,5,0
S22,P027,Mid-range,426,85,511,385,-126,0,126
S22,P028,Mid-range,417,83,500,455,-45,0,45
S22,P029,Mid-range,432,86,518,373,-145,0,145
S22,P030,Mid-range,429,86,515,385,-130,0,130
S22,P031,Mid-range,434,87,521,489,-32,0,32
S22,P032,Mid-range,423,85,508,396,-112,0,112
S22,P033,Mid-range,430,86,516,537,21,21,0
S22,P034,Mid-range,432,86,518,577,59,59,0
S22,P035,Mid-range,428,86,514,607,93,93,0
S22,P036,Mid-range,431,86,517,424,-93,0,93
S22,P037,Mid-range,434,87,521,417,-104,0,104
S22,P038,Mid-range,434,87,521,397,-124,0,124
S22,P039,Mid-range,430,86,516,558,42,42,0
S22,P040,Mid-range,433,87,520,584,64,64,0
S22,P041,Premium,110,22,132,95,-37,0,37
S22,P042,Premium,124,25,149,188,39,39,0
S22,P043,Premium,62,12,74,54,-20,0,20
S22,P044,Premium,124,25,149,153,4,4,0
S22,P045,Premium,124,25,149,168,19,19,0
S22,P046,Premium,124,25,149,182,33,33,0
S22,P047,Premium,124,25,149,168,19,19,0
S22,P048,Premium,124,25,149,176,27,27,0
S22,P049,Premium,124,25,149,135,-14,0,14
S22,P050,Premium,124,25,149,177,28,28,0
S22,P051,Premium,124,25,149,111,-38,0,38
S22,P052,Premium,124,25,149,184,35,35,0
S22,P053,Flagship,56,11,67,69,2,2,0
S22,P054,Flagship,62,12,74,88,14,14,0
S22,P055,Flagship,49,10,59,57,-2,0,2
S22,P056,Flagship,62,12,74,80,6,6,0
S22,P057,Flagship,60,12,72,73,1,1,0
S22,P058,Flagship,62,12,74,84,10,10,0
S22,P059,Flagship,62,12,74,55,-19,0,19
S22,P060,Flagship,62,12,74,54,-20,0,20
S23,P001,Budget,263,53,316,268,-48,0,48
S23,P002,Budget,558,112,670,533,-137,0,137
S23,P003,Budget,269,54,323,395,72,72,0
S23,P004,Budget,558,112,670,557,-113,0,113
S23,P005,Budget,416,83,499,641,142,142,0
S23,P006,Budget,558,112,670,604,-66,0,66
S23,P007,Budget,558,112,670,542,-128,0,128
S23,P008,Budget,558,112,670,786,116,116,0
S23,P009,Budget,558,112,670,734,64,64,0
S23,P010,Budget,558,112,670,669,-1,0,1
S23,P011,Budget,558,112,670,692,22,22,0
S23,P012,Budget,558,112,670,758,88,88,0
S23,P013,Budget,558,112,670,561,-109,0,109
S23,P014,Budget,558,112,670,870,200,200,0
S23,P015,Budget,558,112,670,861,191,191,0
S23,P016,Budget,558,112,670,730,60,60,0
S23,P017,Budget,558,112,670,549,-121,0,121
S23,P018,Budget,558,112,670,742,72,72,0
S23,P019,Budget,556,111,667,496,-171,0,171
S23,P020,Budget,558,112,670,481,-189,0,189
S23,P021,Mid-range,256,51,307,262,-45,0,45
S23,P022,Mid-range,500,100,600,587,-13,0,13
S23,P023,Mid-range,256,51,307,375,68,68,0
S23,P024,Mid-range,499,100,599,681,82,82,0
S23,P025,Mid-range,254,51,305,349,44,44,0
S23,P026,Mid-range,499,100,599,572,-27,0,27
S23,P027,Mid-range,500,100,600,545,-55,0,55
S23,P028,Mid-range,500,100,600,554,-46,0,46
S23,P029,Mid-range,500,100,600,776,176,176,0
S23,P030,Mid-range,499,100,599,434,-165,0,165
S23,P031,Mid-range,501,100,601,733,132,132,0
S23,P032,Mid-range,497,99,596,624,28,28,0
S23,P033,Mid-range,501,100,601,579,-22,0,22
S23,P034,Mid-range,499,100,599,680,81,81,0
S23,P035,Mid-range,500,100,600,595,-5,0,5
S23,P036,Mid-range,499,100,599,733,134,134,0
S23,P037,Mid-range,501,100,601,745,144,144,0
S23,P038,Mid-range,499,100,599,571,-28,0,28
S23,P039,Mid-range,499,100,599,519,-80,0,80
S23,P040,Mid-range,499,100,599,632,33,33,0
S23,P041,Premium,166,33,199,248,49,49,0
S23,P042,Premium,190,38,228,188,-40,0,40
S23,P043,Premium,76,15,91,98,7,7,0
S23,P044,Premium,191,38,229,247,18,18,0
S23,P045,Premium,190,38,228,260,32,32,0
S23,P046,Premium,193,39,232,181,-51,0,51
S23,P047,Premium,190,38,228,258,30,30,0
S23,P048,Premium,190,38,228,284,56,56,0
S23,P049,Premium,191,38,229,185,-44,0,44
S23,P050,Premium,191,38,229,193,-36,0,36
S23,P051,Premium,191,38,229,294,65,65,0
S23,P052,Premium,190,38,228,184,-44,0,44
S23,P053,Flagship,62,12,74,90,16,16,0
S23,P054,Flagship,75,15,90,90,0,0,0
S23,P055,Flagship,62,12,74,63,-11,0,11
S23,P056,Flagship,66,13,79,97,18,18,0
S23,P057,Flagship,67,13,80,77,-3,0,3
S23,P058,Flagship,65,13,78,79,1,1,0
S23,P059,Flagship,63,13,76,70,-6,0,6
S23,P060,Flagship,64,13,77,81,4,4,0
S24,P001,Budget,257,51,308,246,-62,0,62
S24,P002,Budget,558,112,670,626,-44,0,44
S24,P003,Budget,261,52,313,401,88,88,0
S24,P004,Budget,558,112,670,573,-97,0,97
S24,P005,Budget,411,82,493,539,46,46,0
S24,P006,Budget,558,112,670,600,-70,0,70
S24,P007,Budget,558,112,670,780,110,110,0
S24,P008,Budget,558,112,670,522,-148,0,148
S24,P009,Budget,558,112,670,859,189,189,0
S24,P010,Budget,558,112,670,651,-19,0,19
S24,P011,Budget,558,112,670,564,-106,0,106
S24,P012,Budget,558,112,670,499,-171,0,171
S24,P013,Budget,558,112,670,537,-133,0,133
S24,P014,Budget,558,112,670,678,8,8,0
S24,P015,Budget,558,112,670,604,-66,0,66
S24,P016,Budget,558,112,670,802,132,132,0
S24,P017,Budget,558,112,670,642,-28,0,28
S24,P018,Budget,558,112,670,569,-101,0,101
S24,P019,Budget,558,112,670,717,47,47,0
S24,P020,Budget,558,112,670,753,83,83,0
S24,P021,Mid-range,259,52,311,249,-62,0,62
S24,P022,Mid-range,500,100,600,480,-120,0,120
S24,P023,Mid-range,257,51,308,222,-86,0,86
S24,P024,Mid-range,499,100,599,684,85,85,0
S24,P025,Mid-range,255,51,306,336,30,30,0
S24,P026,Mid-range,499,100,599,590,-9,0,9
S24,P027,Mid-range,500,100,600,724,124,124,0
S24,P028,Mid-range,502,100,602,712,110,110,0
S24,P029,Mid-range,500,100,600,631,31,31,0
S24,P030,Mid-range,499,100,599,731,132,132,0
S24,P031,Mid-range,501,100,601,495,-106,0,106
S24,P032,Mid-range,499,100,599,460,-139,0,139
S24,P033,Mid-range,500,100,600,517,-83,0,83
S24,P034,Mid-range,501,100,601,441,-160,0,160
S24,P035,Mid-range,501,100,601,612,11,11,0
S24,P036,Mid-range,499,100,599,756,157,157,0
S24,P037,Mid-range,501,100,601,435,-166,0,166
S24,P038,Mid-range,499,100,599,463,-136,0,136
S24,P039,Mid-range,498,100,598,581,-17,0,17
S24,P040,Mid-range,499,100,599,755,156,156,0
S24,P041,Premium,170,34,204,181,-23,0,23
S24,P042,Premium,191,38,229,230,1,1,0
S24,P043,Premium,82,16,98,71,-27,0,27
S24,P044,Premium,191,38,229,181,-48,0,48
S24,P045,Premium,191,38,229,296,67,67,0
S24,P046,Premium,191,38,229,293,64,64,0
S24,P047,Premium,191,38,229,161,-68,0,68
S24,P048,Premium,191,38,229,291,62,62,0
S24,P049,Premium,191,38,229,248,19,19,0
S24,P050,Premium,191,38,229,280,51,51,0
S24,P051,Premium,191,38,229,223,-6,0,6
S24,P052,Premium,191,38,229,231,2,2,0
S24,P053,Flagship,62,12,74,74,0,0,0
S24,P054,Flagship,63,13,76,84,8,8,0
S24,P055,Flagship,62,12,74,58,-16,0,16
S24,P056,Flagship,63,13,76,55,-21,0,21
S24,P057,Flagship,67,13,80,71,-9,0,9
S24,P058,Flagship,63,13,76,85,9,9,0
S24,P059,Flagship,63,13,76,62,-14,0,14
S24,P060,Flagship,63,13,76,84,8,8,0
S25,P001,Budget,376,75,451,578,127,127,0
S25,P002,Budget,755,151,906,685,-221,0,221
S25,P003,Budget,373,75,448,494,46,46,0
S25,P004,Budget,753,151,904,873,-31,0,31
S25,P005,Budget,514,103,617,753,136,136,0
S25,P006,Budget,753,151,904,729,-175,0,175
S25,P007,Budget,753,151,904,1008,104,104,0
S25,P008,Budget,754,151,905,1089,184,184,0
S25,P009,Budget,753,151,904,1145,241,241,0
S25,P010,Budget,753,151,904,1003,99,99,0
S25,P011,Budget,754,151,905,903,-2,0,2
S25,P012,Budget,754,151,905,969,64,64,0
S25,P013,Budget,754,151,905,1105,200,200,0
S25,P014,Budget,754,151,905,943,38,38,0
S25,P015,Budget,753,151,904,649,-255,0,255
S25,P016,Budget,753,151,904,1138,234,234,0
S25,P017,Budget,754,151,905,1008,103,103,0
S25,P018,Budget,754,151,905,1001,96,96,0
S25,P019,Budget,754,151,905,751,-154,0,154
S25,P020,Budget,754,151,905,991,86,86,0
S25,P021,Mid-range,187,37,224,210,-14,0,14
S25,P022,Mid-range,429,86,515,562,47,47,0
S25,P023,Mid-range,187,37,224,171,-53,0,53
S25,P024,Mid-range,433,87,520,569,49,49,0
S25,P025,Mid-range,187,37,224,291,67,67,0
S25,P026,Mid-range,430,86,516,376,-140,0,140
S25,P027,Mid-range,434,87,521,670,149,149,0
S25,P028,Mid-range,432,86,518,489,-29,0,29
S25,P029,Mid-range,433,87,520,636,116,116,0
S25,P030,Mid-range,433,87,520,608,88,88,0
S25,P031,Mid-range,434,87,521,542,21,21,0
S25,P032,Mid-range,434,87,521,596,75,75,0
S25,P033,Mid-range,428,86,514,631,117,117,0
S25,P034,Mid-range,432,86,518,488,-30,0,30
S25,P035,Mid-range,431,86,517,463,-54,0,54
S25,P036,Mid-range,434,87,521,573,52,52,0
S25,P037,Mid-range,432,86,518,614,96,96,0
S25,P038,Mid-range,431,86,517,598,81,81,0
S25,P039,Mid-range,432,86,518,611,93,93,0
S25,P040,Mid-range,433,87,520,500,-20,0,20
S25,P041,Premium,110,22,132,157,25,25,0
S25,P042,Premium,124,25,149,115,-34,0,34
S25,P043,Premium,62,12,74,76,2,2,0
S25,P044,Premium,124,25,149,105,-44,0,44
S25,P045,Premium,124,25,149,133,-16,0,16
S25,P046,Premium,124,25,149,137,-12,0,12
S25,P047,Premium,124,25,149,140,-9,0,9
S25,P048,Premium,124,25,149,166,17,17,0
S25,P049,Premium,124,25,149,139,-10,0,10
S25,P050,Premium,124,25,149,144,-5,0,5
S25,P051,Premium,124,25,149,126,-23,0,23
S25,P052,Premium,124,25,149,138,-11,0,11
S25,P053,Flagship,44,9,53,44,-9,0,9
S25,P054,Flagship,62,12,74,55,-19,0,19
S25,P055,Flagship,57,11,68,72,4,4,0
S25,P056,Flagship,62,12,74,81,7,7,0
S25,P057,Flagship,57,11,68,73,5,5,0
S25,P058,Flagship,62,12,74,72,-2,0,2
S25,P059,Flagship,62,12,74,69,-5,0,5
S25,P060,Flagship,62,12,74,90,16,16,0
